058,欧司朗氙气灯泡（9006）H4 12V 55W,汽车用品,HA  12V  55W,盒,058,,1.0000,155.0000,155.0000,280.0000,280.0000
059,欧司朗氙气灯泡（9006）H11 12V 55W,汽车用品,H11 12V 55W,盒,059,,1.0000,195.0000,195.0000,380.0000,380.0000
060,欧司朗氙气灯泡（9006）HB4 12V 55W,汽车用品,HB4 12V 55W,盒,060,,0.0000,0.0000,155.0000,280.0000,280.0000
061,亚路发Z3水晶镀膜,美容用品,,支,061,,9.0000,675.0000,75.0000,280.0000,280.0000
062,蓝狐红酒,汽车用品,,瓶,062,,-1.0000,0.0000,0.0000,200.0000,200.0000
063,干车小毛巾,耗材,,条,063,,0.0000,0.0000,3.5000,0.0000,0.0000
064,干车大毛巾,耗材,,条,064,,0.0000,0.0000,17.0000,0.0000,0.0000
065,3M去污泥,耗材,,个,065,,0.0000,0.0000,83.0000,0.0000,0.0000
066,洗车海绵,耗材,,个,066,,100.0000,200.0000,2.0000,0.0000,0.0000
067,抛光球,耗材,,个,067,,0.0000,0.0000,10.0000,0.0000,0.0000
068,美纹纸,耗材,,件,068,,0.0000,0.0000,50.0000,0.0000,0.0000
069,遮蔽膜（小）,耗材,,个,069,,0.0000,0.0000,7.0000,0.0000,0.0000
070,遮蔽膜（大）,耗材,,个,070,,0.0000,0.0000,9.0000,0.0000,0.0000
071,高低凳,耗材,,张,071,,4.0000,560.0000,140.0000,0.0000,0.0000
072,亚路发粗研磨剂,耗材,,瓶,072,,0.0000,0.0000,160.0000,0.0000,0.0000
073,亚路发中研磨剂,耗材,,瓶,073,,3.0000,480.0000,160.0000,0.0000,0.0000
074,亚路发细研磨剂,耗材,,瓶,074,,3.0000,540.0000,180.0000,0.0000,0.0000
075,亚路发脱脂洗净剂（1:100希释使用）,耗材,1:100希释使用,桶,075,,0.0000,0.0000,260.0000,0.0000,0.0000
076,羊毛盘（不封边）粗,耗材,,个,076,,0.0000,0.0000,180.0000,0.0000,0.0000
077,波浪研磨盘（绿）,耗材,,对,077,,0.0000,0.0000,35.0000,0.0000,0.0000
078,波浪还原盘（白）,耗材,,对,078,,0.0000,0.0000,35.0000,0.0000,0.0000
079,镀膜毛巾,耗材,,条,079,,0.0000,0.0000,5.0000,0.0000,0.0000
080,浩泽净水优化机,耗材,,台,080,,1.0000,2920.0000,2920.0000,0.0000,0.0000
081,饮水杯,办公用品,,件,081,,0.0000,0.0000,95.0000,0.0000,0.0000
082,大卷纸,办公用品,,件,082,,0.0000,0.0000,95.0000,0.0000,0.0000
083,檫手纸,办公用品,,件,083,,0.0000,0.0000,95.0000,0.0000,0.0000
084,大卷纸架,耗材,,个,084,,5.0000,115.0000,23.0000,0.0000,0.0000
085,洗手液,办公用品,,桶,085,,0.0000,0.0000,105.0000,0.0000,0.0000
086,擦手纸架,办公用品,,个,086,,2.0000,46.0000,23.0000,0.0000,0.0000
087,洗手间香膏,办公用品,,个,087,,0.0000,0.0000,3.2000,0.0000,0.0000
088,洗手液盒子,办公用品,,个,088,,3.0000,78.0000,26.0000,0.0000,0.0000
089,长城黄油,耗材,,桶,089,,0.0000,0.0000,263.0000,0.0000,0.0000
090,抛光机吸盖,设备,,台,090,,0.0000,0.0000,20.0000,0.0000,0.0000
091,STAR黄油枪,设备,,支,091,,1.0000,65.0000,65.0000,0.0000,0.0000
092,龙卷风枪,设备,,支,092,,4.0000,220.0000,55.0000,0.0000,0.0000
093,小胶斗,设备,,台,093,,2.0000,50.0000,25.0000,0.0000,0.0000
094,龙卷风A款,设备,,支,094,,2.0000,360.0000,180.0000,0.0000,0.0000
095,强生泡沫枪,设备,,支,095,,1.0000,190.0000,190.0000,0.0000,0.0000
096,得伟849X抛光机,设备,,台,096,,1.0000,1100.0000,1100.0000,0.0000,0.0000
097,白云小餐车,设备,,台,097,,4.0000,800.0000,200.0000,0.0000,0.0000
098,白云小胶桶,设备,,个,098,,2.0000,50.0000,25.0000,0.0000,0.0000
099,豪达380V水机（不锈钢）,设备,,台,099,,1.0000,1200.0000,1200.0000,0.0000,0.0000
100,利优16抛光机,设备,,台,100,,3.0000,2760.0000,920.0000,0.0000,0.0000
101,白云AF0818小车,设备,,台,101,,2.0000,480.0000,240.0000,0.0000,0.0000
102,380V洗手机,设备,,台,102,,1.0000,2300.0000,2300.0000,0.0000,0.0000
103,高洁511洗车机,设备,,台,103,,1.0000,3600.0000,3600.0000,0.0000,0.0000
104,刻光敏章,办公用品,,个,104,,1.0000,45.0000,45.0000,0.0000,0.0000
105,三格文件架,办公用品,,个,105,,1.0000,13.0000,13.0000,0.0000,0.0000
106,订书钉,办公用品,,盒,106,,0.0000,0.0000,12.0000,0.0000,0.0000
107,气动磨头,设备,,台,107,,4.0000,1400.0000,350.0000,0.0000,0.0000
108,马牌座地吸气机,设备,,台,108,,1.0000,1600.0000,1600.0000,0.0000,0.0000
109,格菱五合一气鼓,设备,,台,109,,1.0000,4200.0000,4200.0000,0.0000,0.0000
110,标签纸,办公用品,,瓶,110,,0.0000,0.0000,12.0000,0.0000,0.0000
111,橡皮筋,办公用品,,包,111,,0.0000,0.0000,3.5000,0.0000,0.0000
112,A4夹板,办公用品,,块,112,,0.0000,0.0000,7.0000,0.0000,0.0000
113,A5夹板,办公用品,,块,113,,0.0000,0.0000,3.5000,0.0000,0.0000
114,签字笔,办公用品,,盒,114,,0.0000,0.0000,12.0000,0.0000,0.0000
115,圆珠笔,办公用品,,筒,115,,0.0000,0.0000,27.0000,0.0000,0.0000
116,618文件柜,办公用品,,个,116,,1.0000,11.5000,11.5000,0.0000,0.0000
117,计算机,办公用品,,台,117,,2.0000,60.0000,30.0000,0.0000,0.0000
118,订书机,办公用品,,台,118,,1.0000,14.0000,14.0000,0.0000,0.0000
119,名片册,办公用品,,本,119,,1.0000,11.0000,11.0000,0.0000,0.0000
120,A4过塑膜,办公用品,,包,120,,0.0000,0.0000,50.0000,0.0000,0.0000
121,气筒,办公用品,,个,121,,1.0000,4.5000,4.5000,0.0000,0.0000
122,潜水泵,设备,,个,122,,1.0000,400.0000,400.0000,0.0000,0.0000
123,16A三插,设备,,个,123,,1.0000,3.0000,3.0000,0.0000,0.0000
124,美光橡塑料光亮剂,耗材,,瓶,124,,0.0000,0.0000,280.0000,0.0000,0.0000
125,嘉旺轮胎蜡,耗材,,桶,125,,0.0000,0.0000,80.0000,0.0000,0.0000
126,擦手纸,办公用品,,件,126,,0.0000,0.0000,95.0000,0.0000,0.0000
127,2012年法国红狐红葡萄酒,红酒,,瓶,127,,16.0000,688.0000,43.0000,138.0000,138.0000
128,2011年法国银狐红葡萄酒,红酒,,瓶,128,,6.0000,300.0000,50.0000,180.0000,180.0000
129,2008年法国蓝狐红葡萄酒,红酒,,瓶,129,,0.0000,0.0000,58.0000,200.0000,200.0000
130,2007年法国金狐红葡萄酒,红酒,,瓶,130,,7.0000,581.0000,83.0000,250.0000,250.0000
131,2006法国醉狐红葡萄酒,红酒,,支,131,,4.0000,392.0000,98.0000,330.0000,330.0000
132,2007年法国黄金狐红葡萄酒,红酒,,支,132,,6.0000,780.0000,130.0000,390.0000,390.0000
133,2009年法国金马鞍红葡萄酒,红酒,,支,133,,12.0000,2880.0000,240.0000,580.0000,580.0000
134,2013年法国绿狐白葡萄酒,红酒,,支,134,,7.0000,385.0000,55.0000,148.0000,148.0000
135,2011年法国雪狐白葡萄酒,红酒,,支,135,,11.0000,825.0000,75.0000,198.0000,198.0000
136,2010年法国迷人狐白葡萄酒,红酒,,支,136,,9.0000,855.0000,95.0000,260.0000,260.0000
137,法国醉狐白起泡葡萄酒,红酒,,支,137,,5.0000,500.0000,100.0000,230.0000,230.0000
138,法国醉狐玫瑰起泡葡萄酒,红酒,,支,138,,4.0000,400.0000,100.0000,230.0000,230.0000
139,2013年法国仙狐玫瑰红葡萄酒,红酒,,支,139,,6.0000,342.0000,57.0000,156.0000,156.0000
140,2013年法国乐狐红葡萄酒,红酒,,支,140,,6.0000,570.0000,95.0000,290.0000,290.0000
141,尊尼红葡萄酒,红酒,,支,141,,3.0000,144.0000,48.0000,178.0000,178.0000
142,翠丝红葡萄酒,红酒,,支,142,,4.0000,272.0000,68.0000,236.0000,236.0000
143,阁兰丝红葡萄酒,红酒,,支,143,,1.0000,88.0000,88.0000,298.0000,298.0000
144,美丝红葡萄酒,红酒,,支,144,,5.0000,1340.0000,268.0000,680.0000,680.0000
145,美光超浓缩多泡洗车液,耗材,,桶,145,,1.0000,198.0000,198.0000,0.0000,0.0000
146,超细纤维洗车手套,耗材,,个,146,,13.0000,715.0000,55.0000,0.0000,0.0000
147,美光橡胶塑料光亮剂,耗材,,桶,147,,2.0000,560.0000,280.0000,0.0000,0.0000
148,美光皇蜡,耗材,,桶,148,,0.0000,0.0000,248.0000,0.0000,0.0000
149,美光胎铃清洁剂,耗材,,桶,149,,0.0000,0.0000,168.0000,0.0000,0.0000
150,美光围裙,耗材,,条,150,,10.0000,250.0000,25.0000,0.0000,0.0000
151,台湾喷壶,耗材,,个,151,,20.0000,300.0000,15.0000,0.0000,0.0000
152,美光防腐喷头,耗材,,个,152,,4.0000,100.0000,25.0000,0.0000,0.0000
153,美光标准喷头,耗材,,个,153,,6.0000,90.0000,15.0000,0.0000,0.0000
154,美光毛巾,耗材,,条,154,,0.0000,0.0000,20.0000,0.0000,0.0000
155,钢铃刷,耗材,,把,155,,0.0000,0.0000,3.0000,0.0000,0.0000
156,轮胎刷,耗材,,把,156,,0.0000,0.0000,0.0000,0.0000,0.0000
157,精洗毛刷,耗材,,台,157,,0.0000,0.0000,30.0000,0.0000,0.0000
158,美光分装屏,耗材,,个,158,,5.0000,125.0000,25.0000,0.0000,0.0000
159,医用手套,耗材,,套,159,,0.0000,0.0000,0.0000,0.0000,0.0000
160,口罩,耗材,,套,160,,0.0000,0.0000,0.0000,0.0000,0.0000
161,打泡沫盖,耗材,,套,161,,0.0000,0.0000,0.0000,0.0000,0.0000
162,软洗衣刷,耗材,,个,162,,0.0000,0.0000,0.0000,0.0000,0.0000
163,装液盘,耗材,,个,163,,0.0000,0.0000,0.0000,0.0000,0.0000
164,轮胎蜡海绵,耗材,,个,164,,0.0000,0.0000,2.0000,0.0000,0.0000
165,红酒柜,设备,,台,165,,1.0000,3100.0000,3100.0000,0.0000,0.0000
166,香槟杯,红酒,,个,166,,24.0000,804.0000,33.5000,108.0000,108.0000
167,红酒杯（大）,红酒,,个,167,,12.0000,540.0000,45.0000,180.0000,180.0000
168,红酒杯（小）,红酒,,个,168,,10.0000,450.0000,45.0000,135.0000,135.0000
169,勃根地红酒杯,红酒,,个,169,,0.0000,0.0000,45.0000,180.0000,180.0000
170,醒酒器,红酒,,个,170,,1.0000,95.0000,95.0000,190.0000,190.0000
171,411-1单 杯架,固定资产,,个,171,,1.0000,80.0000,80.0000,0.0000,0.0000
172,水杯,固定资产,,个,172,,12.0000,420.0000,35.0000,0.0000,0.0000
173,U型酒器,红酒,,个,173,,1.0000,218.0000,218.0000,436.0000,436.0000
174,水晶花瓶,固定资产,,个,174,,1.0000,288.0000,288.0000,0.0000,0.0000
175,圆烟缸,固定资产,,个,175,,2.0000,74.0000,37.0000,0.0000,0.0000
176,二排古铜,固定资产,,个,176,,5.0000,75.0000,15.0000,0.0000,0.0000
177,载酒车,固定资产,,个,177,,1.0000,18.0000,18.0000,0.0000,0.0000
178,马车复古宝石,固定资产,,个,178,,1.0000,27.0000,27.0000,0.0000,0.0000
179,奔马酒架,固定资产,,个,179,,1.0000,36.0000,36.0000,0.0000,0.0000
180,4瓶酒架,固定资产,,个,180,,1.0000,38.0000,38.0000,0.0000,0.0000
181,杯布,固定资产,,条,181,,3.0000,51.0000,17.0000,0.0000,0.0000
182,2格酒架,固定资产,,个,182,,3.0000,75.0000,25.0000,0.0000,0.0000
183,KSP-981,固定资产,,个,183,,2.0000,90.0000,45.0000,0.0000,0.0000
184,吹风筒,固定资产,,个,184,,1.0000,68.0000,68.0000,0.0000,0.0000
185,醒酒器,固定资产,,个,185,,0.0000,0.0000,60.0000,0.0000,0.0000
186,海马刀,红酒,,个,186,,200.0000,500.0000,2.5000,10.0000,10.0000
187,冰筒,固定资产,,个,187,,1.0000,130.0000,130.0000,0.0000,0.0000
188,酒塞,红酒,,个,188,,50.0000,175.0000,3.5000,15.0000,15.0000
189,长方面包篮,固定资产,,个,189,,1.0000,50.0000,50.0000,0.0000,0.0000
190,运费,耗材,,支,190,,0.0000,0.0000,0.0000,0.0000,0.0000
191,打印机,固定资产,,个,191,,1.0000,849.0000,849.0000,0.0000,0.0000
192,对讲机,固定资产,,个,192,,9.0000,2520.0000,280.0000,0.0000,0.0000
193,租花,耗材,,把,193,,0.0000,0.0000,350.0000,0.0000,0.0000
194,防晒帽,固定资产,,件,194,,20.0000,480.0000,24.0000,0.0000,0.0000
195,办公用品,办公用品,,把,195,,0.0000,0.0000,0.0000,0.0000,0.0000
196,维修设备,耗材,,件,196,,0.0000,0.0000,0.0000,0.0000,0.0000
197,天幕防爆膜前档A70,汽车用品,,台,197,,-1.0000,0.0000,0.0000,0.0000,0.0000
198,天幕防爆膜侧挡A30,汽车用品,,台,198,,-1.0000,0.0000,0.0000,0.0000,0.0000
199,天幕防爆膜侧挡A70,汽车用品,,台,199,,-1.0000,0.0000,0.0000,0.0000,0.0000
200,专车专用雨刮片,汽车用品,,对,200,,-1.0000,0.0000,0.0000,280.0000,280.0000
201,法雷奥雨刮有骨14寸,汽车用品,,支,201,,2.0000,30.0000,15.0000,60.0000,60.0000
202,法雷奥雨刮有骨15寸,汽车用品,,支,202,,1.0000,15.0000,15.0000,60.0000,60.0000
203,法雷奥雨刮有骨16寸,汽车用品,,支,203,,5.0000,80.0000,16.0000,60.0000,60.0000
204,法雷奥雨刮有骨19寸,汽车用品,,支,204,,2.0000,40.0000,20.0000,70.0000,70.0000
205,法雷奥雨刮有骨21寸,汽车用品,,支,205,,2.0000,46.0000,23.0000,70.0000,70.0000
206,法雷奥雨刮有骨22寸,汽车用品,,支,206,,1.0000,24.0000,24.0000,70.0000,70.0000
207,法雷奥雨刮有骨23寸,汽车用品,,支,207,,0.0000,0.0000,24.0000,70.0000,70.0000
208,法雷奥雨刮有骨24寸,汽车用品,,支,208,,0.0000,0.0000,26.0000,70.0000,70.0000
209,法雷奥雨刮有骨26寸,汽车用品,,支,209,,6.0000,198.0000,33.0000,70.0000,70.0000
210,法雷奥优静雨刮无骨26寸,汽车用品,,支,210,,-1.0000,-64.0000,64.0000,120.0000,120.0000
211,艾华灵精选干红,红酒,,瓶,211,,0.0000,0.0000,73.0000,198.0000,198.0000
212,哈维拉赤霞珠干红,红酒,,瓶,212,,0.0000,0.0000,43.0000,158.0000,158.0000
213,哈维拉西拉干红,红酒,,瓶,213,,0.0000,0.0000,73.0000,369.0000,369.0000
214,沙尼亚干白,红酒,,瓶,214,,19.0000,1216.0000,64.0000,198.0000,198.0000
215,澳时亚,红酒,,瓶,215,,2.0000,156.0000,78.0000,198.0000,198.0000
216,标榜化清剂,美容用品,,支,216,,0.0000,0.0000,5.0000,28.0000,28.0000
217,喷漆,耗材,,件,217,,2.0000,0.0000,0.0000,0.0000,0.0000
218,餐费,耗材,,个,218,,0.0000,0.0000,0.0000,0.0000,0.0000
219,无醇气泡酒（草莓味）,红酒,,瓶,219,,-2.0000,-136.0000,68.0000,128.0000,128.0000
220,无醇气泡酒（苹果味）,红酒,,瓶,220,,0.0000,0.0000,68.0000,128.0000,128.0000
221,泡沫液,耗材,,桶,221,,0.0000,0.0000,350.0000,0.0000,0.0000
222,蜡水液,耗材,,桶,222,,0.0000,0.0000,350.0000,0.0000,0.0000
223,威固V70,汽车用品,,件,223,,0.0000,0.0000,0.0000,0.0000,0.0000
224,天幕A30,汽车用品,,件,224,,-1.0000,0.0000,0.0000,0.0000,0.0000
225,标榜表板蜡,耗材,,瓶,225,,0.0000,0.0000,5.5000,0.0000,0.0000
226,汽车海绵,耗材,,个,226,,0.0000,0.0000,2.0000,0.0000,0.0000
227,汽车刷子,耗材,,把,227,,0.0000,0.0000,3.0000,0.0000,0.0000
228,欧歌专车专用导航,汽车用品,,套,228,,0.0000,0.0000,0.0000,5500.0000,5500.0000
229,玛莱图古堡干红,红酒,,支,229,,-1.0000,-23.0000,23.0000,98.0000,98.0000
230,玛莱图古堡白苏维翁,红酒,,支,230,,0.0000,0.0000,28.0000,118.0000,118.0000
231,玛莱图古2012干红,红酒,,支,231,,0.0000,0.0000,28.0000,168.0000,168.0000
232,玛莱图古堡。卡图干红,红酒,,支,232,,0.0000,0.0000,25.0000,138.0000,138.0000
233,玛莱图古堡。窖藏干红,红酒,,支,233,,0.0000,0.0000,39.0000,188.0000,188.0000
234,玛莱图古堡。帆船干红,红酒,,支,234,,0.0000,0.0000,45.0000,228.0000,228.0000
235,玛莱图古堡。超级波尔多柏桐干红,红酒,,支,235,,0.0000,0.0000,55.0000,288.0000,288.0000
236,安茹玫瑰蜜,红酒,,支,236,,11.0000,748.0000,68.0000,220.0000,220.0000
237,意大利子弹桃红甜起泡酒,红酒,,支,237,,5.0000,190.0000,38.0000,188.0000,188.0000
238,隆河谷塞纳干红2013,红酒,,支,238,,1.0000,55.0000,55.0000,218.0000,218.0000
239,塞纳嘉棣干红2012,红酒,,支,239,,1.0000,80.0000,80.0000,388.0000,388.0000
240,圣罗伦庄园干红,红酒,,支,240,,1.0000,145.0000,145.0000,698.0000,698.0000
241,圣罗伦干白,红酒,,支,241,,1.0000,130.0000,130.0000,598.0000,598.0000
242,卡卡尼克城堡红葡萄酒,红酒,,支,242,,1.0000,145.0000,145.0000,688.0000,688.0000
243,莱维德干红,红酒,,支,243,,1.0000,170.0000,170.0000,888.0000,888.0000
244,拉翠丝城堡红葡萄酒,红酒,,支,244,,0.0000,0.0000,28.0000,158.0000,158.0000
245,佩曼城堡干红,红酒,,支,245,,0.0000,0.0000,28.0000,158.0000,158.0000
246,佩曼城堡干白,红酒,,支,246,,0.0000,0.0000,30.0000,158.0000,158.0000
247,智利卡萨德阿多比红赤霞珠干红,红酒,,支,247,,0.0000,0.0000,45.0000,238.0000,238.0000
248,澳洲澳乐斯珍藏西拉干红,红酒,,支,248,,1.0000,130.0000,130.0000,588.0000,588.0000
249,澳洲澳乐斯精选干红,红酒,,支,249,,1.0000,55.0000,55.0000,218.0000,218.0000
250,意大利子弹甜白起泡葡萄酒,红酒,,支,250,,4.0000,152.0000,38.0000,188.0000,188.0000
251,轩尼诗VSOP700ml,红酒,,支,251,,0.0000,0.0000,300.0000,350.0000,350.0000
252,空调格,汽车用品,,个,252,,0.0000,0.0000,0.0000,80.0000,80.0000
253,空气格,汽车用品,,个,253,,0.0000,0.0000,0.0000,80.0000,80.0000
254,梦士纳米丝地毯,汽车用品,,台,254,,0.0000,0.0000,0.0000,1580.0000,1580.0000
255,智能后视镜X6,汽车用品,,台,255,,4.0000,6720.0000,1680.0000,0.0000,0.0000
256,奔富 洛神山庄,红酒,,瓶,256,,2.0000,80.0000,40.0000,68.0000,68.0000
257,恺撒庄园干白,红酒,,瓶,257,,0.0000,0.0000,38.0000,156.0000,156.0000
258,蓝调甜白,红酒,,瓶,258,,3.0000,210.0000,70.0000,238.0000,238.0000
259,格兰甜白（黑）,红酒,,瓶,259,,5.0000,205.0000,41.0000,199.0000,199.0000
260,格兰桃红（粉）,红酒,,瓶,260,,5.0000,205.0000,41.0000,199.0000,199.0000
261,伍尔特空调杀菌剂,美容用品,,瓶,261,,7.0000,1176.0000,168.0000,0.0000,0.0000
262,吸顶音箱,耗材,,个,262,,-5.0000,-150.0000,30.0000,0.0000,0.0000
263,威固V40,汽车用品,,件,263,,0.0000,0.0000,0.0000,0.0000,0.0000
264,3M雅致系列,汽车用品,,套,264,,0.0000,0.0000,630.0000,1280.0000,1280.0000
265,车牌托架,汽车用品,,个,265,,0.0000,0.0000,180.0000,230.0000,230.0000
266,威威座椅套,汽车用品,,套,266,,0.0000,0.0000,0.0000,0.0000,0.0000
267,大金羊,红酒,,瓶,267,,0.0000,0.0000,190.0000,388.0000,388.0000
268,奔407,红酒,,瓶,268,,0.0000,0.0000,350.0000,568.0000,568.0000
269,魔泥布,耗材,,件,269,,0.0000,0.0000,80.0000,0.0000,0.0000
270,金牌VSOP,红酒,1000ML,瓶,270,,0.0000,0.0000,290.0000,390.0000,390.0000
271,人头马,红酒,700ML,瓶,271,,0.0000,0.0000,255.0000,355.0000,355.0000
272,轩尼诗3星VS,红酒,1000ML,瓶,272,,1.0000,235.0000,235.0000,335.0000,335.0000
273,百事吉,红酒,,瓶,273,,0.0000,0.0000,1150.0000,1300.0000,1300.0000
274,马爹利VS,红酒,,瓶,274,,0.0000,0.0000,165.0000,265.0000,265.0000
275,轩尼诗黑牌,红酒,,瓶,275,,0.0000,0.0000,330.0000,450.0000,450.0000
276,芝士,耗材,,个,276,,0.0000,0.0000,19.5000,0.0000,0.0000
277,蓝带 700ML,红酒,,瓶,277,,0.0000,0.0000,820.0000,950.0000,950.0000
278,蓝带 1L,红酒,,瓶,278,,0.0000,0.0000,1210.0000,1380.0000,1380.0000
279,凌途V100,汽车用品,,个,279,,0.0000,0.0000,640.0000,1380.0000,1380.0000
280,伍尔特雨刮精,美容用品,,瓶,280,,-3.0000,-42.0000,14.0000,25.0000,25.0000
281,美光D14001,耗材,,桶,281,,-4.0000,-672.0000,168.0000,0.0000,0.0000
282,美光D16001,耗材,,桶,282,,-7.0000,-1960.0000,280.0000,0.0000,0.0000
283,美光M10501,耗材,,桶,283,,-4.0000,-2000.0000,500.0000,0.0000,0.0000
284,美光G13005,耗材,,支,284,,-3.0000,-225.0000,75.0000,0.0000,0.0000
285,美光分隔瓶,耗材,,个,285,,-2.0000,-40.0000,20.0000,0.0000,0.0000
286,小海绵,耗材,,个,286,,-24.0000,-12.0000,0.5000,0.0000,0.0000
287,美光A3714,耗材,,支,287,,-1.0000,-100.0000,100.0000,0.0000,0.0000
288,3M尊享系列,汽车用品,,套,288,,-1.0000,-880.0000,880.0000,1980.0000,1980.0000
289,标榜泡沫剂（无刷）,耗材,,支,289,,0.0000,0.0000,5.2000,0.0000,0.0000
290,凌途B60,汽车用品,,台,290,,0.0000,0.0000,630.0000,1380.0000,1380.0000
