067	抛光球	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	
068	美纹纸	件	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	
069	遮蔽膜（小）	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	
070	遮蔽膜（大）	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	
071	高低凳	张	其它	耗材	其它系列			默认仓库	4.0000	0.0000	0.0000	140.0000	560.0000	-560.0000	
072	亚路发粗研磨剂	瓶	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	160.0000	0.0000	0.0000	
073	亚路发中研磨剂	瓶	其它	耗材	其它系列			默认仓库	3.0000	0.0000	0.0000	160.0000	480.0000	-480.0000	
074	亚路发细研磨剂	瓶	其它	耗材	其它系列			默认仓库	3.0000	0.0000	0.0000	180.0000	540.0000	-540.0000	
075	亚路发脱脂洗净剂（1:100希释使用）	桶	其它	耗材	其它系列		1:100希释使用	默认仓库	0.0000	0.0000	0.0000	260.0000	0.0000	0.0000	
076	羊毛盘（不封边）粗	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	180.0000	0.0000	0.0000	
077	波浪研磨盘（绿）	对	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	35.0000	0.0000	0.0000	
078	波浪还原盘（白）	对	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	35.0000	0.0000	0.0000	
079	镀膜毛巾	条	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	
080	浩泽净水优化机	台	其它	耗材	其它系列			默认仓库	1.0000	0.0000	0.0000	2920.0000	2920.0000	-2920.0000	
081	饮水杯	件	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	95.0000	0.0000	0.0000	
082	大卷纸	件	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	95.0000	0.0000	0.0000	
083	檫手纸	件	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	95.0000	0.0000	0.0000	
084	大卷纸架	个	其它	耗材	其它系列			默认仓库	5.0000	0.0000	0.0000	23.0000	115.0000	-115.0000	
085	洗手液	桶	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	105.0000	0.0000	0.0000	
086	擦手纸架	个	其它	办公用品	其它系列			默认仓库	2.0000	0.0000	0.0000	23.0000	46.0000	-46.0000	
087	洗手间香膏	个	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	3.2000	0.0000	0.0000	
088	洗手液盒子	个	其它	办公用品	其它系列			默认仓库	3.0000	0.0000	0.0000	26.0000	78.0000	-78.0000	
089	长城黄油	桶	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	263.0000	0.0000	0.0000	
090	抛光机吸盖	台	其它	设备	其它系列			默认仓库	0.0000	0.0000	0.0000	20.0000	0.0000	0.0000	
091	STAR黄油枪	支	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	65.0000	65.0000	-65.0000	
092	龙卷风枪	支	其它	设备	其它系列			默认仓库	4.0000	0.0000	0.0000	55.0000	220.0000	-220.0000	
093	小胶斗	台	其它	设备	其它系列			默认仓库	2.0000	0.0000	0.0000	25.0000	50.0000	-50.0000	
094	龙卷风A款	支	其它	设备	其它系列			默认仓库	2.0000	0.0000	0.0000	180.0000	360.0000	-360.0000	
095	强生泡沫枪	支	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	190.0000	190.0000	-190.0000	
096	得伟849X抛光机	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	1100.0000	1100.0000	-1100.0000	
097	白云小餐车	台	其它	设备	其它系列			默认仓库	4.0000	0.0000	0.0000	200.0000	800.0000	-800.0000	
098	白云小胶桶	个	其它	设备	其它系列			默认仓库	2.0000	0.0000	0.0000	25.0000	50.0000	-50.0000	
099	豪达380V水机（不锈钢）	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	1200.0000	1200.0000	-1200.0000	
100	利优16抛光机	台	其它	设备	其它系列			默认仓库	3.0000	0.0000	0.0000	920.0000	2760.0000	-2760.0000	
101	白云AF0818小车	台	其它	设备	其它系列			默认仓库	2.0000	0.0000	0.0000	240.0000	480.0000	-480.0000	
102	380V洗手机	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	2300.0000	2300.0000	-2300.0000	
103	高洁511洗车机	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	3600.0000	3600.0000	-3600.0000	
104	刻光敏章	个	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	45.0000	45.0000	-45.0000	
105	三格文件架	个	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	13.0000	13.0000	-13.0000	
106	订书钉	盒	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	
107	气动磨头	台	其它	设备	其它系列			默认仓库	4.0000	0.0000	0.0000	350.0000	1400.0000	-1400.0000	
108	马牌座地吸气机	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	1600.0000	1600.0000	-1600.0000	
109	格菱五合一气鼓	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	4200.0000	4200.0000	-4200.0000	
110	标签纸	瓶	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	
111	橡皮筋	包	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	3.5000	0.0000	0.0000	
112	A4夹板	块	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	
113	A5夹板	块	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	3.5000	0.0000	0.0000	
114	签字笔	盒	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	
115	圆珠笔	筒	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	27.0000	0.0000	0.0000	
116	618文件柜	个	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	11.5000	11.5000	-11.5000	
117	计算机	台	其它	办公用品	其它系列			默认仓库	2.0000	0.0000	0.0000	30.0000	60.0000	-60.0000	
118	订书机	台	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	14.0000	14.0000	-14.0000	
119	名片册	本	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	11.0000	11.0000	-11.0000	
120	A4过塑膜	包	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	
121	气筒	个	其它	办公用品	其它系列			默认仓库	1.0000	0.0000	0.0000	4.5000	4.5000	-4.5000	
122	潜水泵	个	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	400.0000	400.0000	-400.0000	
123	16A三插	个	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	3.0000	3.0000	-3.0000	
124	美光橡塑料光亮剂	瓶	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	280.0000	0.0000	0.0000	
125	嘉旺轮胎蜡	桶	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	80.0000	0.0000	0.0000	
126	擦手纸	件	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	95.0000	0.0000	0.0000	
127	2012年法国红狐红葡萄酒	瓶	其它	红酒	其它系列			默认仓库	16.0000	138.0000	2208.0000	43.0000	688.0000	1520.0000	
128	2011年法国银狐红葡萄酒	瓶	醉狐酒庄	红酒	其它系列			默认仓库	6.0000	180.0000	1080.0000	50.0000	300.0000	780.0000	
129	2008年法国蓝狐红葡萄酒	瓶	其它	红酒	其它系列			默认仓库	0.0000	200.0000	0.0000	58.0000	0.0000	0.0000	
130	2007年法国金狐红葡萄酒	瓶	米其林	红酒	其它系列			默认仓库	7.0000	250.0000	1750.0000	83.0000	581.0000	1169.0000	
131	2006法国醉狐红葡萄酒	支	米其林	红酒	其它系列			默认仓库	4.0000	330.0000	1320.0000	98.0000	392.0000	928.0000	
132	2007年法国黄金狐红葡萄酒	支	米其林	红酒	其它系列			默认仓库	6.0000	390.0000	2340.0000	130.0000	780.0000	1560.0000	
133	2009年法国金马鞍红葡萄酒	支	米其林	红酒	其它系列			默认仓库	12.0000	580.0000	6960.0000	240.0000	2880.0000	4080.0000	
134	2013年法国绿狐白葡萄酒	支	米其林	红酒	其它系列			默认仓库	7.0000	148.0000	1036.0000	55.0000	385.0000	651.0000	
135	2011年法国雪狐白葡萄酒	支	米其林	红酒	其它系列			默认仓库	11.0000	198.0000	2178.0000	75.0000	825.0000	1353.0000	
136	2010年法国迷人狐白葡萄酒	支	米其林	红酒	其它系列			默认仓库	9.0000	260.0000	2340.0000	95.0000	855.0000	1485.0000	
137	法国醉狐白起泡葡萄酒	支	醉狐酒庄	红酒	其它系列			默认仓库	5.0000	230.0000	1150.0000	100.0000	500.0000	650.0000	
138	法国醉狐玫瑰起泡葡萄酒	支	米其林	红酒	其它系列			默认仓库	4.0000	230.0000	920.0000	100.0000	400.0000	520.0000	
139	2013年法国仙狐玫瑰红葡萄酒	支	米其林	红酒	其它系列			默认仓库	6.0000	156.0000	936.0000	57.0000	342.0000	594.0000	
140	2013年法国乐狐红葡萄酒	支	米其林	红酒	其它系列			默认仓库	6.0000	290.0000	1740.0000	95.0000	570.0000	1170.0000	
141	尊尼红葡萄酒	支	西班牙印象酒庄	红酒	其它系列			默认仓库	3.0000	178.0000	534.0000	48.0000	144.0000	390.0000	
142	翠丝红葡萄酒	支	西班牙印象酒庄	红酒	其它系列			默认仓库	4.0000	236.0000	944.0000	68.0000	272.0000	672.0000	
143	阁兰丝红葡萄酒	支	西班牙印象酒庄	红酒	其它系列			默认仓库	1.0000	298.0000	298.0000	88.0000	88.0000	210.0000	
144	美丝红葡萄酒	支	西班牙印象酒庄	红酒	其它系列			默认仓库	5.0000	680.0000	3400.0000	268.0000	1340.0000	2060.0000	
145	美光超浓缩多泡洗车液	桶	美光	耗材	通用系列			默认仓库	1.0000	0.0000	0.0000	198.0000	198.0000	-198.0000	
146	超细纤维洗车手套	个	美光	耗材	通用系列			默认仓库	13.0000	0.0000	0.0000	55.0000	715.0000	-715.0000	
147	美光橡胶塑料光亮剂	桶	美光	耗材	其它系列			默认仓库	2.0000	0.0000	0.0000	280.0000	560.0000	-560.0000	
148	美光皇蜡	桶	美光	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	248.0000	0.0000	0.0000	
149	美光胎铃清洁剂	桶	美光	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	168.0000	0.0000	0.0000	
150	美光围裙	条	其它	耗材	其它系列			默认仓库	10.0000	0.0000	0.0000	25.0000	250.0000	-250.0000	
151	台湾喷壶	个	其它	耗材	其它系列			默认仓库	20.0000	0.0000	0.0000	15.0000	300.0000	-300.0000	
152	美光防腐喷头	个	其它	耗材	其它系列			默认仓库	4.0000	0.0000	0.0000	25.0000	100.0000	-100.0000	
153	美光标准喷头	个	其它	耗材	其它系列			默认仓库	6.0000	0.0000	0.0000	15.0000	90.0000	-90.0000	
154	美光毛巾	条	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	20.0000	0.0000	0.0000	
155	钢铃刷	把	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	
156	轮胎刷	把	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
157	精洗毛刷	台	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	30.0000	0.0000	0.0000	
158	美光分装屏	个	其它	耗材	其它系列			默认仓库	5.0000	0.0000	0.0000	25.0000	125.0000	-125.0000	
159	医用手套	套	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
160	口罩	套	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
161	打泡沫盖	套	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
162	软洗衣刷	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
163	装液盘	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
164	轮胎蜡海绵	个	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	
165	红酒柜	台	其它	设备	其它系列			默认仓库	1.0000	0.0000	0.0000	3100.0000	3100.0000	-3100.0000	
166	香槟杯	个	其它	红酒	其它系列			默认仓库	24.0000	108.0000	2592.0000	33.5000	804.0000	1788.0000	
167	红酒杯（大）	个	其它	红酒	其它系列			默认仓库	12.0000	180.0000	2160.0000	45.0000	540.0000	1620.0000	
168	红酒杯（小）	个	其它	红酒	其它系列			默认仓库	10.0000	135.0000	1350.0000	45.0000	450.0000	900.0000	
169	勃根地红酒杯	个	其它	红酒	其它系列			默认仓库	0.0000	180.0000	0.0000	45.0000	0.0000	0.0000	
170	醒酒器	个	其它	红酒	其它系列			默认仓库	1.0000	190.0000	190.0000	95.0000	95.0000	95.0000	
171	411-1单 杯架	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	80.0000	80.0000	-80.0000	
172	水杯	个	其它	固定资产	其它系列			默认仓库	12.0000	0.0000	0.0000	35.0000	420.0000	-420.0000	
173	U型酒器	个	其它	红酒	其它系列			默认仓库	1.0000	436.0000	436.0000	218.0000	218.0000	218.0000	
174	水晶花瓶	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	288.0000	288.0000	-288.0000	
175	圆烟缸	个	其它	固定资产	其它系列			默认仓库	2.0000	0.0000	0.0000	37.0000	74.0000	-74.0000	
176	二排古铜	个	其它	固定资产	其它系列			默认仓库	5.0000	0.0000	0.0000	15.0000	75.0000	-75.0000	
177	载酒车	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	18.0000	18.0000	-18.0000	
178	马车复古宝石	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	27.0000	27.0000	-27.0000	
179	奔马酒架	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	36.0000	36.0000	-36.0000	
180	4瓶酒架	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	38.0000	38.0000	-38.0000	
181	杯布	条	其它	固定资产	其它系列			默认仓库	3.0000	0.0000	0.0000	17.0000	51.0000	-51.0000	
182	2格酒架	个	其它	固定资产	其它系列			默认仓库	3.0000	0.0000	0.0000	25.0000	75.0000	-75.0000	
183	KSP-981	个	其它	固定资产	其它系列			默认仓库	2.0000	0.0000	0.0000	45.0000	90.0000	-90.0000	
184	吹风筒	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	68.0000	68.0000	-68.0000	
185	醒酒器	个	其它	固定资产	其它系列			默认仓库	0.0000	0.0000	0.0000	60.0000	0.0000	0.0000	
186	海马刀	个	其它	红酒	其它系列			默认仓库	200.0000	10.0000	2000.0000	2.5000	500.0000	1500.0000	
187	冰筒	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	130.0000	130.0000	-130.0000	
188	酒塞	个	其它	红酒	专车专用			默认仓库	50.0000	15.0000	750.0000	3.5000	175.0000	575.0000	
189	长方面包篮	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	50.0000	50.0000	-50.0000	
190	运费	支	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
191	打印机	个	其它	固定资产	其它系列			默认仓库	1.0000	0.0000	0.0000	849.0000	849.0000	-849.0000	
192	对讲机	个	其它	固定资产	其它系列			默认仓库	9.0000	0.0000	0.0000	280.0000	2520.0000	-2520.0000	
193	租花	把	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	350.0000	0.0000	0.0000	
194	防晒帽	件	其它	固定资产	其它系列			默认仓库	20.0000	0.0000	0.0000	24.0000	480.0000	-480.0000	
195	办公用品	把	其它	办公用品	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
196	维修设备	件	其它	耗材	其它系列			默认仓库	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
197	天幕防爆膜前档A70	台	其它	汽车用品	通用系列			默认仓库	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
198	天幕防爆膜侧挡A30	台	其它	汽车用品	通用系列			默认仓库	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
199	天幕防爆膜侧挡A70	台	其它	汽车用品	通用系列			默认仓库	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
200	专车专用雨刮片	对	其它	汽车用品	专车专用			默认仓库	-1.0000	280.0000	-280.0000	0.0000	0.0000	-280.0000	
201	法雷奥雨刮有骨14寸	支	其它	汽车用品	通用系列			默认仓库	2.0000	60.0000	120.0000	15.0000	30.0000	90.0000	
202	法雷奥雨刮有骨15寸	支	其它	汽车用品	通用系列			默认仓库	1.0000	60.0000	60.0000	15.0000	15.0000	45.0000	
203	法雷奥雨刮有骨16寸	支	其它	汽车用品	通用系列			默认仓库	5.0000	60.0000	300.0000	16.0000	80.0000	220.0000	
204	法雷奥雨刮有骨19寸	支	其它	汽车用品	通用系列			默认仓库	2.0000	70.0000	140.0000	20.0000	40.0000	100.0000	
205	法雷奥雨刮有骨21寸	支	其它	汽车用品	通用系列			默认仓库	2.0000	70.0000	140.0000	23.0000	46.0000	94.0000	
206	法雷奥雨刮有骨22寸	支	其它	汽车用品	通用系列			默认仓库	1.0000	70.0000	70.0000	24.0000	24.0000	46.0000	
207	法雷奥雨刮有骨23寸	支	其它	汽车用品	通用系列			默认仓库	0.0000	70.0000	0.0000	24.0000	0.0000	0.0000	
208	法雷奥雨刮有骨24寸	支	其它	汽车用品	通用系列			默认仓库	0.0000	70.0000	0.0000	26.0000	0.0000	0.0000	
209	法雷奥雨刮有骨26寸	支	其它	汽车用品	通用系列			默认仓库	6.0000	70.0000	420.0000	33.0000	198.0000	222.0000	
210	法雷奥优静雨刮无骨26寸	支	其它	汽车用品	通用系列			默认仓库	-1.0000	120.0000	-120.0000	64.0000	-64.0000	-56.0000	
211	艾华灵精选干红	瓶	其它	红酒	其它系列			默认仓库	0.0000	198.0000	0.0000	73.0000	0.0000	0.0000	
212	哈维拉赤霞珠干红	瓶	其它	红酒	通用系列			默认仓库	0.0000	158.0000	0.0000	43.0000	0.0000	0.0000	
213	哈维拉西拉干红	瓶	其它	红酒	其它系列			默认仓库	0.0000	369.0000	0.0000	73.0000	0.0000	0.0000	
214	沙尼亚干白	瓶	其它	红酒	其它系列			默认仓库	19.0000	198.0000	3762.0000	64.0000	1216.0000	2546.0000	
215	澳时亚	瓶	其它	红酒	其它系列			默认仓库	2.0000	198.0000	396.0000	78.0000	156.0000	240.0000	
216	标榜化清剂	支	其它	美容用品	通用系列			默认仓库	0.0000	28.0000	0.0000	5.0000	0.0000	0.0000	
217	喷漆	件	其它	耗材	通用系列			默认仓库	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
